love	sex	6.77	0.6189693500430032
tiger	cat	7.35	0.6150732418405164
tiger	tiger	10.0	1.0000000000000002
book	paper	7.46	0.665130109334973
computer	keyboard	7.62	0.576812636221434
computer	internet	7.58	0.8060455558122076
plane	car	5.77	0.6656114206912427
train	car	6.31	0.7658227528614756
telephone	communication	7.5	0.6637919773930444
television	radio	6.77	0.8709275278715246
media	radio	7.42	0.7614966025988952
drug	abuse	6.85	0.6747952795393506
bread	butter	6.19	0.8402199989344502
cucumber	potato	5.92	0.711851650365052
doctor	nurse	7.0	0.7977497347874545
professor	doctor	6.62	0.5824731746059035
student	professor	6.81	0.6720443285475662
smart	student	4.62	0.4065269758478642
smart	stupid	5.81	0.6181943426538675
company	stock	7.08	0.7347561784804127
stock	market	8.08	0.8850148480890683
stock	phone	1.62	0.5236597198261206
stock	CD	1.31	0.32253853969312923
stock	jaguar	0.92	0.20798084541138204
stock	egg	1.81	0.22105772094366385
fertility	egg	6.69	0.37020740787273376
stock	live	3.73	0.2711624205965431
stock	life	0.92	0.3882322872601974
book	library	7.46	0.606278916014608
bank	money	8.12	0.6360428339175985
wood	forest	7.73	0.5854366178142413
money	cash	9.15	0.8989869711257938
professor	cucumber	0.31	-0.13035780261978902
king	cabbage	0.23	0.11323214733125989
king	queen	8.58	0.783904301096412
king	rook	5.92	0.2544332119182013
bishop	rabbi	6.69	0.5044326797121504
Jerusalem	Israel	8.46	0.8047566286384573
Jerusalem	Palestinian	7.65	0.7526534897096158
holy	sex	1.62	0.33792383513469865
fuck	sex	9.44	0.16514692457540922
Maradona	football	8.62	0.5020300589859773
football	soccer	9.03	0.8964510705423742
football	basketball	6.81	0.878678810658592
football	tennis	6.63	0.596891192556308
tennis	racket	7.56	0.40974640248615996
Arafat	peace	6.73	0.6951759532608949
Arafat	terror	7.65	0.532187806062293
Arafat	Jackson	2.5	0.3030849678637192
law	lawyer	8.38	0.6693562692591849
movie	star	7.38	0.6916912510251144
movie	popcorn	6.19	0.3779748592848021
movie	critic	6.73	0.4586185505932853
movie	theater	7.92	0.6925332573647216
physics	proton	8.12	0.22489819674634312
physics	chemistry	7.35	0.8995856999334902
space	chemistry	4.88	0.3329512596028916
alcohol	chemistry	5.54	0.36179372243011915
vodka	gin	8.46	0.6609975207208769
vodka	brandy	8.13	0.7155877780005409
drink	car	3.04	0.4368430527630482
drink	ear	1.31	0.352101923557213
drink	mouth	5.96	0.44001589263362656
drink	eat	6.87	0.7511290388311624
baby	mother	7.85	0.7502298772361721
drink	mother	2.65	0.4102547406272907
car	automobile	8.94	0.6956217460301121
gem	jewel	8.96	0.7385609020096758
journey	voyage	9.29	0.8270825728082226
boy	lad	8.83	0.42798375918647985
coast	shore	9.1	0.7927381955279843
asylum	madhouse	8.87	-0.27369503092878084
magician	wizard	9.02	0.7236876342931899
midday	noon	9.29	0.8300787724515665
furnace	stove	8.79	0.6653074552749287
food	fruit	7.52	0.6762282741315787
bird	cock	7.1	0.23249109366811915
bird	crane	7.38	0.44927158105578324
tool	implement	6.46	0.5147120984596771
brother	monk	6.27	0.5240727410286521
crane	implement	2.69	-0.08689874632600733
lad	brother	4.46	0.24783660146433592
journey	car	5.85	0.3909895514443344
monk	oracle	5.0	0.05057901329127987
cemetery	woodland	2.08	0.5166714349355959
food	rooster	4.42	-0.024679986394189796
coast	hill	4.38	0.458768818824192
forest	graveyard	1.85	0.3397008916442581
shore	woodland	3.08	0.4090197462737956
monk	slave	0.92	0.43271326416544353
coast	forest	3.15	0.6268686508859368
lad	wizard	0.92	0.37291290768489643
chord	smile	0.54	0.24166720683409995
glass	magician	2.08	0.15358952131533352
noon	string	0.54	0.21977023748342978
rooster	voyage	0.62	0.010636542049305114
money	dollar	8.42	0.5996527813053381
money	currency	9.04	0.5338524094905932
money	wealth	8.27	0.682415367116063
money	property	7.57	0.6625161016719795
money	possession	7.29	0.4642245355046522
money	bank	8.5	0.6360428339175985
money	deposit	7.73	0.5577474940864788
money	withdrawal	6.88	0.31500601746411344
money	laundering	5.65	0.537961686221547
money	operation	3.31	0.5110117944343127
tiger	jaguar	8.0	0.4038554876706482
tiger	feline	8.0	0.30334555273356784
tiger	carnivore	7.08	0.1805782687215691
tiger	mammal	6.85	0.3407802316339838
tiger	animal	7.0	0.45391387421260193
tiger	organism	4.77	0.07573844965458654
tiger	fauna	5.62	0.26936647511007417
tiger	zoo	5.87	0.3671272102717817
psychology	psychiatry	8.08	0.8043317622564077
psychology	anxiety	7.0	0.48141512076205567
psychology	fear	6.85	0.2803505846897754
psychology	depression	7.42	0.4823008292109569
psychology	clinic	6.58	0.4055970505666184
psychology	doctor	6.42	0.48438217838267167
psychology	Freud	8.21	0.5289963857070731
psychology	mind	7.69	0.505307386545487
psychology	health	7.23	0.49642331449096117
psychology	science	6.71	0.8286370983769054
psychology	discipline	5.58	0.526409003144518
psychology	cognition	7.48	0.6594253714489022
planet	star	8.45	0.4764140708384467
planet	constellation	8.06	0.5372518373751007
planet	moon	8.08	0.6524262089932391
planet	sun	8.02	0.5203005115405052
planet	galaxy	8.11	0.5643654014204605
planet	space	7.92	0.7160947599252822
planet	astronomer	7.94	0.36530987527050823
precedent	example	5.85	0.5176733483098171
precedent	information	3.85	0.33901220216930217
precedent	cognition	2.81	0.19397604892105
precedent	law	6.65	0.6359629587256773
precedent	collection	2.5	0.2133890277118029
precedent	group	1.77	0.19253018476257114
precedent	antecedent	6.04	0.34528525259854276
cup	coffee	6.58	0.3553214593603377
cup	tableware	6.85	0.09758225279356385
cup	article	2.4	0.17177310888289354
cup	artifact	2.92	-0.046192099438373393
cup	object	3.69	0.058362216414226294
cup	entity	2.15	0.05744854403519166
cup	drink	7.25	0.39034852658010366
cup	food	5.0	0.3181414970690662
cup	substance	1.92	0.2596324770806461
cup	liquid	5.9	0.3052320411246773
jaguar	cat	7.42	0.37283708793818504
jaguar	car	7.27	0.4745134063266539
energy	secretary	1.81	0.39219260568587655
secretary	senate	5.06	0.5962139595910951
energy	laboratory	5.09	0.4388326268823482
computer	laboratory	6.78	0.5576008151809669
weapon	secret	6.06	0.5447241544295941
FBI	fingerprint	6.94	0.4635480238555576
FBI	investigation	8.31	0.8182211439615292
investigation	effort	4.59	0.5756133090949906
Mars	water	2.94	0.39175754792757683
Mars	scientist	5.63	0.3958029162799844
news	report	8.16	0.795829773472419
canyon	landscape	7.53	0.3891731303191432
image	surface	4.56	0.4793906769388472
discovery	space	6.34	0.6680812530031183
water	seepage	6.56	0.5099840528752696
sign	recess	2.38	0.26772726018652215
Wednesday	news	2.22	0.7454484215933195
mile	kilometer	8.66	0.8745525551411976
computer	news	4.47	0.531222565345544
territory	surface	5.34	0.39240427521571963
atmosphere	landscape	3.69	0.5223236050248319
president	medal	3.0	0.31333071105253224
war	troops	8.13	0.7597805999152052
record	number	6.31	0.644883062346211
skin	eye	6.22	0.7413427761441902
Japanese	American	6.5	0.660955907775143
theater	history	3.91	0.3760109815973833
volunteer	motto	2.56	0.3781437689099642
prejudice	recognition	3.0	0.392293284242264
decoration	valor	5.63	0.5146177347190141
century	year	7.59	0.5022135388994471
century	nation	3.16	0.5405671041517961
delay	racism	1.19	0.17503292392660558
delay	news	3.31	0.45064264480469346
minister	party	6.63	0.6249810309995115
peace	plan	4.75	0.6760286505711344
minority	peace	3.69	0.451632465503725
attempt	peace	4.25	0.6071023091380889
government	crisis	6.56	0.7128898556480233
deployment	departure	4.25	0.5704774497809099
deployment	withdrawal	5.88	0.8003013604943384
energy	crisis	5.94	0.5608818098530612
announcement	news	7.56	0.6865998359745288
announcement	effort	2.75	0.5149448731883955
stroke	hospital	7.03	0.4405964709841995
disability	death	5.47	0.333788186309277
victim	emergency	6.47	0.38958260535182965
treatment	recovery	7.91	0.48857277523558795
journal	association	4.97	0.5716129009136589
doctor	personnel	5.0	0.34172158980239525
doctor	liability	5.19	0.17816123272591636
liability	insurance	7.03	0.7692719019666143
school	center	3.44	0.6792837210971777
reason	hypertension	2.31	0.18540143792696173
reason	criterion	5.91	0.21848724728895044
hundred	percent	7.38	0.375892060378975
Harvard	Yale	8.13	0.9597434177513605
hospital	infrastructure	4.63	0.3260613098030912
death	row	5.25	0.546936520250784
death	inmate	5.03	0.592171318377966
lawyer	evidence	6.69	0.4815260047135561
life	death	7.88	0.726411053710596
life	term	4.5	0.6573973574266014
word	similarity	4.75	0.49793796255011163
board	recommendation	4.47	0.7303833537697981
governor	interview	3.25	0.45812912847492476
OPEC	country	5.63	0.4084191977900824
peace	atmosphere	3.69	0.45619782524827385
peace	insurance	2.94	0.16056421960365452
territory	kilometer	5.28	0.44992414257068464
travel	activity	5.0	0.47029506552789874
competition	price	6.44	0.5007319314956985
consumer	confidence	4.13	0.6529131324120891
consumer	energy	4.75	0.635296741397287
problem	airport	2.38	0.3060459167967319
car	flight	4.94	0.5361337883449634
credit	card	8.06	0.6302530601631661
credit	information	5.31	0.5757282006483179
hotel	reservation	8.03	0.31212123928983593
grocery	money	5.94	0.3888124013937245
registration	arrangement	6.0	0.40662377734656296
arrangement	accommodation	5.41	0.5413208025038851
month	hotel	1.81	0.46949243656964046
type	kind	8.97	0.6426395362878196
arrival	hotel	6.0	0.49281293430236894
bed	closet	6.72	0.6951686110315931
closet	clothes	8.0	0.6117402221505991
situation	conclusion	4.81	0.6922676156231774
situation	isolation	3.88	0.612350527609281
impartiality	interest	5.16	0.1755051021951211
direction	combination	2.25	0.5301723603916593
street	place	6.44	0.583472078155901
street	avenue	8.88	0.7968158839280524
street	block	6.88	0.6042573058961256
street	children	4.94	0.35632032684380166
listing	proximity	2.56	0.3019450704396514
listing	category	6.38	0.48615975128868233
cell	phone	7.81	0.6038961152058901
production	hike	1.75	0.38826485671412425
benchmark	index	4.25	0.8684665289748409
media	trading	3.88	0.5055172042503312
media	gain	2.88	0.5090456484451622
dividend	payment	7.63	0.6891621492044195
dividend	calculation	6.48	0.45247371834604766
calculation	computation	8.44	0.7398957585253294
